messages,sender_labels,receiver_labels,speakers,receivers,absolute_message_index,relative_message_index,seasons,years,game_score,game_score_delta,players,game_id
"We're concerned about Russia and so we're playing nice with Turkey at the moment, but if we felt free to focus on cleaning up our yard I'm sure we could do that. I'd feel more comfortable turning my back though, if I could be assured France wasn't waiting to drive a dagger into it. Perhaps we should resolve the Western Question first?",True,True,italy,england,834,90,Spring,1903,5,-2,"italy, england",3
"That question will be resolved for ALL of you this season. And I can assure you russia is no longer an imminent concern. And he is very interested in dealing with the Sultan. I'm sure we have time to deal with the tzar after the sultan has a cap in his head, (or 3 lol )",True,True,england,italy,842,91,Spring,1903,7,2,"italy, england",3
The Sultan  really capitalized  diplomatically  over the russian scandal lol,True,True,england,italy,843,92,Spring,1903,7,2,"italy, england",3
Did  germany confirm with you our plans to give you some working room?,True,True,england,italy,852,93,Spring,1903,7,2,"italy, england",3
"Yes, although I’m keen to help with ensuring this doesn’t become a recurring problem.",True,True,italy,england,853,94,Spring,1903,5,-2,"italy, england",3
Im sorry what exactly?,True,True,england,italy,854,95,Spring,1903,7,2,"italy, england",3
Not sure I follow,True,True,england,italy,855,96,Spring,1903,7,2,"italy, england",3
"If you’re going to kill France, I would like to help please.",True,True,italy,england,856,97,Spring,1903,5,-2,"italy, england",3
"Sure by all means, who am I to try and rob you of that delightful  pleasure",True,True,england,italy,857,98,Spring,1903,7,2,"italy, england",3
Ms. Exterminator,True,True,england,italy,858,99,Spring,1903,7,2,"italy, england",3
“And stay out!”,True,True,italy,england,861,100,Spring,1903,5,-2,"italy, england",3
"YAAAAS! thats the ""spirit"" haha",True,True,england,italy,863,101,Spring,1903,7,2,"italy, england",3
"Kitsune kitsune, what are you doing!",True,True,england,italy,1017,102,Fall,1904,6,1,"italy, england",3
😱,True,True,england,italy,1018,103,Fall,1904,6,1,"italy, england",3
👀,True,True,england,italy,1019,104,Fall,1904,6,1,"italy, england",3
Don't do it,True,True,england,italy,1021,105,Fall,1904,6,1,"italy, england",3
"...don’t do what, England? I’m not allying with France if that was the worry. 

How are things with you?",True,True,italy,england,1022,106,Fall,1904,5,-1,"italy, england",3
"Lol you're even cuter when you try to act innocent.  ""Sweet & innocent"" as the saying goes.  And while you are sweet, innocence is far from you hehe.",True,True,england,italy,1023,107,Fall,1904,6,1,"italy, england",3
I'm not referring to or insinuating that you are allying with France,True,True,england,italy,1024,108,Fall,1904,6,1,"italy, england",3
I'm not referring to or insinuating that you are allying with France,True,True,england,italy,1025,109,Fall,1904,6,1,"italy, england",3
But you seem so very willing to let Turkey just prow around in your backyard like he's one of Hd's sweet harmless cats,True,True,england,italy,1026,110,Fall,1904,6,1,"italy, england",3
You led me yo believe you'd clean him up if I helped you with france,True,True,england,italy,1027,111,Fall,1904,6,1,"italy, england",3
I should've known you would want to proxy war me lol,True,True,england,italy,1028,112,Fall,1904,6,1,"italy, england",3
"Er, I will?

Do you not remember me just saying last season or (two? I forget) that I wanted to see France off and be sure he wouldn’t jump on me the minute I turned my back? That’s what I’m doing here. 

Turkey is a problem for next year, when I know France is too occupied fighting you two and I can actually concentrate.

Also, don’t you insult me. ^^ I’ve never pretended to be innocent, sometimes I’m just sleepy. 

And... proxy war? What does that even mean?",True,False,italy,england,1031,113,Fall,1904,5,-1,"italy, england",3
Nah my dear I'd never stoop to insults,True,False,england,italy,1032,114,Fall,1904,6,1,"italy, england",3
Or worse *compliments*!,True,NOANNOTATION,italy,england,1033,115,Fall,1904,5,-1,"italy, england",3
Lol,True,True,england,italy,1034,116,Fall,1904,6,1,"italy, england",3
"You're playing a great game tho, so congratulations?",True,True,england,italy,1035,117,Fall,1904,6,1,"italy, england",3
How did you think we would split France? Or did u not give it much thought?,True,True,england,italy,1036,118,Fall,1904,6,1,"italy, england",3
"Stop you ^^ 

The *only* reason I got back in time to stop France is because you warned me he was coming, and I’m still trailing behind the leaders. You can’t get around me that way either, you sly seducer with your honeyed words!

No, I fully expect to see you back to your former center total in no time and well on your way to a... probably two-way win. And I think my chances of being part of that are probably around 30-40% at best.",True,False,italy,england,1037,119,Fall,1904,5,-1,"italy, england",3
"I didn’t give it much thought, I most wanted to push him back and take 1-2 centres to make it harder for him to attack me next time.",True,True,italy,england,1038,120,Fall,1904,5,-1,"italy, england",3
So was france lying about you voicing concerns about me?,False,True,england,italy,1039,121,Fall,1904,6,1,"italy, england",3
Unfortunately I wish your expectations were well based about my gaining back my center count,True,True,england,italy,1040,122,Fall,1904,6,1,"italy, england",3
"In the long game? No, I told him I was worried about your early lead and that I expected you to do well this game.

Which I do.

I do suspect he’s telling you that to try to drive a wedge between us, but at that point I was still trying to persuade him to go away.

What actually happened with Belgium?",True,True,italy,england,1041,123,Fall,1904,5,-1,"italy, england",3
Belgium?,True,True,england,italy,1042,124,Fall,1904,6,1,"italy, england",3
So you told him you expect me to do well eh. Hehe sly just like the fox you are! That's that proxy war I referred to,True,True,england,italy,1043,125,Fall,1904,6,1,"italy, england",3
"Oh! I didn’t realize that was a thing I’m sorry.

He just asked what I thought about you (I think? Not in a position to scroll back rn) and I told him the truth? Didn’t realize that meant we were at war O_o

Sorry?

I looked back at the map, and I meant Holland. During the time I’m pretty sure you and Germany have been a thing, you took Holland from them and then they took it back?",True,True,italy,england,1044,126,Fall,1904,5,-1,"italy, england",3
Hmmm interesting,True,True,england,italy,1045,127,Fall,1904,6,1,"italy, england",3
For real first time you here bout proxy war?,False,True,england,italy,1046,128,Fall,1904,6,1,"italy, england",3
"Never heard the term, unless, I mean, you mean like during the Cold War. 

It’s really a widely known term?",True,True,italy,england,1047,129,Fall,1904,5,-1,"italy, england",3
Yea basically like. Where for example you and me battle for the winning position through the other nations,True,True,england,italy,1048,130,Fall,1904,6,1,"italy, england",3
That is the case with stitches and myself everytime we play,True,True,england,italy,1049,131,Fall,1904,6,1,"italy, england",3
"So... you're aligned with France against me again? Or just relying on him to keep me busy while you devour Russia?

I'm very happy to intervene with Turkey once the situation is resolving in the West, but there's not a lot I can do about them when all my units bar one are busy over here.",True,True,italy,england,1147,132,Winter,1904,6,0,"italy, england",3
"Actually neither one of those ""accusations"" lol.
France handcuffed me with ""I will throw myself towards you and let Italy have all the gains if you don't pull back."" :/ and with turkey needing someone to apply the brakes on him it was a self-made decision",True,True,england,italy,1163,133,Winter,1904,6,0,"italy, england",3
"Ohhh England you're going to be the death of me XD

Talk to me next time, okay? I'm really not all about gaining the most SCs I can. There are other considerations, you know?

So you partly pulled back off France so I'd be stuck fighting him on my own so that... someone can apply the brakes to Turkey? I hope you weren't expecting my armies and fleets up here facing France to be involved in that. Maybe Austria can do it, since he doesn't have to worry about me any time soon?",True,True,italy,england,1164,134,Winter,1904,6,0,"italy, england",3
What would you have done with France's threat of throwing all his centers to you?,False,True,england,italy,1165,135,Winter,1904,6,0,"italy, england",3
"Talked to you two about dividing his centers. I admit I was hoping to get into Spain and Portugal ^^ 

But I had no plans for Paris or Brest, and whatever we agreed I'd stick to.",True,True,italy,england,1166,136,Winter,1904,6,0,"italy, england",3
Right but my question still stands unanswered.,True,False,england,italy,1167,137,Winter,1904,6,0,"italy, england",3
Anyway that this point you can have most of France if you'd like. I'm already committed in the north east,True,True,england,italy,1168,138,Winter,1904,6,0,"italy, england",3
We can work together against Turkey when the time comes for you.,True,True,england,italy,1169,139,Winter,1904,6,0,"italy, england",3
Then... I don't understand the question? I thought I did answer that?,True,NOANNOTATION,italy,england,1170,140,Winter,1904,6,0,"italy, england",3
"You mean what would I have done in your shoes, if he made the threat?",True,True,italy,england,1171,141,Winter,1904,6,0,"italy, england",3
Right,True,True,england,italy,1172,142,Winter,1904,6,0,"italy, england",3
"...what I asked you to ^^ If I'm in an alliance with someone against a mutual target and the target tries to offer all his centers to one of the allies, I talk to them. The winners get to agree the terms.",True,True,italy,england,1173,143,Winter,1904,6,0,"italy, england",3
In a perfect world yes. But there's such a thing as spite.,True,True,england,italy,1174,144,Winter,1904,6,0,"italy, england",3
"I guess so. I try to avoid it, but no one exists in a vacuum.

At least,  not yet!",True,True,italy,england,1175,145,Winter,1904,6,0,"italy, england",3
Lol,True,True,england,italy,1176,146,Winter,1904,6,0,"italy, england",3
"Don’t you lol my dreams! ^^

ANYway. I meant that I don’t feel I’d have made the same decision (rightly or wrongly), but that I understand why you did. So no stress.",True,True,italy,england,1177,147,Winter,1904,6,0,"italy, england",3
Lol,True,True,england,italy,1178,148,Winter,1904,6,0,"italy, england",3
; ) hehe,True,False,england,italy,1179,149,Winter,1904,6,0,"italy, england",3
I see you!! Good work Ms. Pope! Good work.,True,True,england,italy,1320,150,Spring,1905,6,0,"italy, england",3
Sadly I was in a business meeting and missed my turn,True,True,england,italy,1321,151,Spring,1905,6,0,"italy, england",3
So what's Austria doing?,True,True,england,italy,1347,152,Fall,1905,6,0,"italy, england",3
"Not sure, waiting on a reply.",True,False,italy,england,1351,153,Fall,1905,6,0,"italy, england",3
This game is so slow,True,True,england,italy,1352,154,Fall,1905,6,0,"italy, england",3
I do like the weekend pause though!!,True,True,england,italy,1354,155,Fall,1905,6,0,"italy, england",3
"Since I basically spent the weekend hand in hand with Bean, me too! I'll make time to pay attention if I need to, but I enjoyed the break.",True,True,italy,england,1359,156,Fall,1905,6,0,"italy, england",3
100%,True,True,england,italy,1366,157,Fall,1905,6,0,"italy, england",3
"How are your family doing? Did you end up working over the weekend, or get some time with them? 

We had Father's Day in my part of the world, so touching base and sharing lunch with my dad as well.",True,True,italy,england,1370,158,Fall,1905,6,0,"italy, england",3
That's very nice Vivian. So glad to hear that!! And yes I took the weekend off to feed into my family,True,True,england,italy,1371,159,Fall,1905,6,0,"italy, england",3
My wife and son of course,True,True,england,italy,1372,160,Fall,1905,6,0,"italy, england",3
Wow you have Austria by the balls haha,True,True,england,italy,1558,161,Fall,1906,7,1,"italy, england",3
"Well he was wide open and I offered him a hand against Germany while all his units were facing Turkey. 

He was kind enough to convoy me to Albania, although a season later than we'd discussed.",True,True,italy,england,1561,162,Fall,1906,6,-1,"italy, england",3
You going for that sexy stab or helping take Vienna back?,True,True,england,italy,1562,163,Fall,1906,7,1,"italy, england",3
"Well it looks like you've finally got France on the ropes. I'm still mostly stuck in the east, but want to move (smoothly, together) to cut his legs out from under him?

And what comes next?",True,True,italy,england,1675,164,Spring,1907,8,1,"italy, england",3
Let's take out France first and see where we both are at that point,True,True,england,italy,1677,165,Fall,1907,7,-1,"italy, england",3
I get port and you get Spain?,True,True,england,italy,1678,166,Fall,1907,7,-1,"italy, england",3
"Sure, let's do it. I've been sitting in Mar long enough I'm reasonably sure I can dart out without him trying to take Mar back.",True,True,italy,england,1679,167,Fall,1907,8,1,"italy, england",3
Yea and I doubt he'll even try to take mar back out of spite to me,True,True,england,italy,1680,168,Fall,1907,7,-1,"italy, england",3
"Well, it's Fall. After Winter he won't have the chance.

I'd appreciate if we could leave Por and Spa in their soon to be new ownership until at least the end of 1908? 

I definitely do want to find a way to work with you, but let's make that undertaking in case that proves to be impossible.

Deal?",True,True,italy,england,1681,169,Fall,1907,8,1,"italy, england",3
You've got yourself a deal and have my word on it,True,True,england,italy,1682,170,Fall,1907,7,-1,"italy, england",3
We both can benefit from that deal,True,True,england,italy,1683,171,Fall,1907,7,-1,"italy, england",3
A/t became a thing again,True,True,england,italy,1684,172,Fall,1907,7,-1,"italy, england",3
"I noticed. I'm attempting to turn T back against A, but I'm not holding my breath",True,True,italy,england,1686,173,Fall,1907,8,1,"italy, england",3
Wonder if I could help influence that,True,True,england,italy,1688,174,Fall,1907,7,-1,"italy, england",3
"It'd be welcome. I recognise we're all anonymous here, but I'm getting a little sick of being stabbed by my eastern ally repeatedly",True,True,italy,england,1689,175,Fall,1907,8,1,"italy, england",3
"Me: ""Wait, didn't we JUST do this and that's why I'm saving you now?""",True,True,italy,england,1690,176,Fall,1907,8,1,"italy, england",3
Lol that sux,True,True,england,italy,1691,177,Fall,1907,7,-1,"italy, england",3
"Honestly I now want to wipe them both out. But that leaves me without a solid ally, so I suppose I'll need to forgive one of them.",True,True,italy,england,1692,178,Fall,1907,8,1,"italy, england",3
I'm not solid :/,True,True,england,italy,1693,179,Fall,1907,7,-1,"italy, england",3
?,True,True,england,italy,1694,180,Fall,1907,7,-1,"italy, england",3
I want you to be 🙂,True,True,italy,england,1695,181,Fall,1907,8,1,"italy, england",3
I suppose that was throwing out a line and hoping we could work together - you're in a position to help me East and West.,True,True,italy,england,1696,182,Fall,1907,8,1,"italy, england",3
"""
england
New Message
Message
Let's take out France first and see where we both are at that point"" didn't exactly fill me with confidence, but if you tell me you're going to do a thing then I trust you.",True,True,italy,england,1697,183,Fall,1907,8,1,"italy, england",3
Let's make this easy. Eliminate everyone else and draw with my german queen,True,True,england,italy,1701,184,Fall,1907,7,-1,"italy, england",3
Done and done. Who says an English King can’t have more than one Queen? Henry did it.,True,True,italy,england,1703,185,Fall,1907,8,1,"italy, england",3
"I'd be happy to crown you queen as well. How you like the title ""Queen Vashti"" ?",True,True,england,italy,1707,186,Fall,1907,7,-1,"italy, england",3
"Not the *best* predecessor, if Germany is Esther?

I’ll take Queen Bianca thanks. Or Queen Italia",True,True,italy,england,1708,187,Fall,1907,8,1,"italy, england",3
"Hahah, you know the story :) I likey!!",True,True,england,italy,1709,188,Fall,1907,7,-1,"italy, england",3
My parents ^^,True,True,italy,england,1710,189,Fall,1907,8,1,"italy, england",3
"I like Queen Italia, but feels like there should be a bit more to the name",True,True,england,italy,1711,190,Fall,1907,7,-1,"italy, england",3
Bianca Di Medici was the handle I was using earlier. “Pope” is wrong on SO many levels,True,True,italy,england,1712,191,Fall,1907,8,1,"italy, england",3
Whatever you prefer my queen ;),True,True,england,italy,1713,192,Fall,1907,7,-1,"italy, england",3
"My King, what do you want my F Spa to do? Up to MAO or guard Marseilles?",True,True,italy,england,1802,193,Spring,1908,9,1,"italy, england",3
I'd like to set up a convoy line,True,True,england,italy,1803,194,Spring,1908,8,-1,"italy, england",3
Well don't forget some of us still have a war to win in the east! Can I count on you and my co-queen to help press down through Russia?,True,True,italy,england,1804,195,Spring,1908,9,1,"italy, england",3
Absolutely my dear!! Which is why I want to set up a convoy line. Imagine an english convoy into Syria where Germany is a part of it!!!!,True,True,england,italy,1806,196,Spring,1908,8,-1,"italy, england",3
Want to start lining up the fleets right away?,True,True,england,italy,1825,197,Spring,1908,8,-1,"italy, england",3
I have enough to go all the way to ion with Queen Esther starting it off in nth sea,True,True,england,italy,1826,198,Spring,1908,8,-1,"italy, england",3
And then probably goes without saying my beautiful foreign Queens would love to allow their benevolent King Shetan The 1st to close out his empire at 12 scs generously bequeathing 11 scs to each Queen. (Not sure if that ends with a question mark or an exclamation point haha),True,True,england,italy,1827,199,Spring,1908,8,-1,"italy, england",3
"To my lovely and Newly wed ""Queen Bianca Di Medici""
Respectfully from yours truly:  (I, King Shetan personally articulate (at least try to) *slips into vaq mode slightly* this  weird kind of love letter to ""Esther Second Queen of England and Ruler of the Italians with all their subordinates."") I hereby request  that my beautiful foreign Queens would lovingly allow their benevolent ""King Shetan The 1st"" to close out his empire at 12 scs and in Kingly fashion  generously bequeathing 11 scs to each Queen. (Not sure if that ends with a question mark or an exclamation point haha) whew. I'm glad I'm not actually a king. Would be exhausting to always ""try"" to speak with eloquent fluidity",True,True,england,italy,1829,200,Spring,1908,8,-1,"italy, england",3
"Ps no apologies for the edit as that's purely a ""Kingly"" attempt and doing justice to ""Her Majesty's"" granduer!!",True,True,england,italy,1831,201,Spring,1908,8,-1,"italy, england",3
Hello my Dear and Esteemed Queen Bianca :) let's do a convoy from stp aaaaaalllllllllll the way around the world into syria.,True,True,england,italy,1870,202,Spring,1910,9,-5,"italy, england",3
"And as for my previous formal request, I have witnessed with great awe and amazement your tenacity,  and clever genius in dealing first with the Archduke and then the Sultan and I feel it is your right to have the greater wealth of my Kingdom. King Shetan is most happy to have my Queen Bianca  be wealthier  one in our relationship!! Cheers my Queen",True,True,england,italy,1873,203,Spring,1910,9,-5,"italy, england",3
"We can do the convoy in the final season of this game, my King 🙂 I will set up my side of the convoy in Spring, and will be able to convoy as far as possible in Fall

Please do ensure France is dealt with this year my King, so we can finish with a simple 3-way union in marriage. A Ménage à Cinq is nowhere in my future plans and the only king I desire here is English. 

And you know all our wealth is shared :3",True,True,italy,england,1876,204,Spring,1910,14,5,"italy, england",3
"Please adjudicate when your orders are all in, we may be able to finish this a little faster perhaps?",True,True,italy,england,1877,205,Spring,1910,14,5,"italy, england",3
Do you want this fall season to be the last season? If so we won't be able to convoy from stp and will have to settle for doing it from nwy.,True,True,england,italy,1878,206,Spring,1910,9,-5,"italy, england",3
And yes France will be a goner this year,True,True,england,italy,1879,207,Spring,1910,9,-5,"italy, england",3
"General thread says the game will end at the end of 1910.

So... Norway works. It's not needed since we'll use Germany's Army Sev to deliver the coup de grace (Battle Queens... unite!) but will be fun for the show.",True,True,italy,england,1880,208,Spring,1910,14,5,"italy, england",3
Sweden to Syria then?,True,True,italy,england,1902,209,Fall,1910,14,5,"italy, england",3
Yes ma'am,True,True,england,italy,1903,210,Fall,1910,9,-5,"italy, england",3
"The Orient Express, my King!",True,True,italy,england,1904,211,Fall,1910,14,5,"italy, england",3
And so King Shetan returns to his birth place :),True,True,england,italy,1905,212,Fall,1910,9,-5,"italy, england",3
Got yours set to 3 way draw?,True,True,england,italy,1912,213,Winter,1910,10,-4,"italy, england",3
Queen Esther and I have it set already,True,True,england,italy,1913,214,Winter,1910,10,-4,"italy, england",3
"Good morning my Sultan, how are things? We have a number of common interests (the Balkans, Austria, the Med, Russia) and I'm looking forward to discussing them with you. Please accept this gift of fine Italian Chianti!",True,True,italy,turkey,31,0,Spring,1901,3,0,"italy, turkey",3
Buongiorno! I hope we can honestly discuss these interests as well. Are you planning to open agressively?,True,True,turkey,italy,97,1,Spring,1901,3,0,"italy, turkey",3
"Buongiorno!

There's only so aggressive I *can* be, Sultan! I haven't even mentioned the idea of a Lepanto to Austria and I'm principally focused on getting a build in Tunis or Greece this year. Where are you looking at things?",True,True,italy,turkey,98,2,Spring,1901,3,0,"italy, turkey",3
"Well, I would strongly encourage you to visit Tunis. In return, I'd be happy to offer you support if sometime in the future you decide the map has too much Austria on it.",True,False,turkey,italy,99,3,Spring,1901,3,0,"italy, turkey",3
"Well... Tunis is pretty much guaranteed for me, and it will be there in 1902 if I find juicier fruit in 1901. Are you suggesting I try my luck in Trieste instead, and that you'll be happy to support me the war against Austria that will likely immediately follow? 

One of my friends is in another game where his I and a friendly T are advancing well against a chaotic Russia/Austria alliance.",True,True,italy,turkey,100,4,Spring,1901,3,0,"italy, turkey",3
"you had me at ""against Austria"". Yes, I think that the two of us working together against Austria/Russia would be a good plan. And later when we trust each other better I'm sure we could coordinate in the Mediterranean to help you expand westward  while I expand north?",True,True,turkey,italy,101,5,Spring,1901,3,0,"italy, turkey",3
"Some cautious discussions with Austria this Spring, and I’ve committed not to try for Trieste this year so it looks as though it will be a single build winter. For you as well, or have you been able to negotiate safe passage to Greece?",True,True,italy,turkey,202,6,Fall,1901,3,0,"italy, turkey",3
I'm working on it...If I get a promise from Austria I'll let you know.,True,True,turkey,italy,254,7,Fall,1901,3,0,"italy, turkey",3
"Welp, it appears that neither Austria nor Russia are speaking to me. This suggests they might be working together, in case that's useful information.",True,False,turkey,italy,271,8,Fall,1901,3,0,"italy, turkey",3
"That is interesting! I'm still getting press from both, though nothing that suggests a solid alliance between the two. Nerves, uncertainties and some remarks heard - directly or indirectly - from Russia that make me wonder what his long game is here.",True,True,italy,turkey,272,9,Fall,1901,3,0,"italy, turkey",3
"Last turn, Russia offered conflicting promises to me and Austria both (or so I've heard). Once I found that out, I never heard from either of them again. So it's not too many dots to connect to think they may have some kind of arrangement...
I would guess maybe they plan to split the map roughly horizontally and take me out first?",True,True,turkey,italy,273,10,Fall,1901,3,0,"italy, turkey",3
"It could be so. It looks like they're not coordinating well if that's their plan, though. I was aligned with them last turn, but a few promises didn't quite flower to fruition and right now I'm more concerned with what France is doing in southern Spain.",True,True,italy,turkey,346,11,Winter,1901,4,0,"italy, turkey",3
"Apparently Russia just makes empty promises to everyone (so I hear from northern players, anyway), so I think it's best if Russia is just ignored or treated with extreme suspicion. 

You mean you're worried about France seizing the Mediterranean?",True,True,turkey,italy,383,12,Winter,1901,4,0,"italy, turkey",3
"That was what I meant yes, since I ended up leaving Tunis for the new year. Seeing the bounce on Munich allayed that concern nicely though, and I’ve exchanged a few notes with France since that convince me I’m able to look to my East for a little longer at least.",True,True,italy,turkey,391,13,Spring,1902,4,0,"italy, turkey",3
"And yes, Russia does seem more than a little promise happy - does that make him a commitment phobe do you think, or is he counting on some of us to say no so he’s not stuck in contradictory commitments?",True,True,italy,turkey,392,14,Spring,1902,4,0,"italy, turkey",3
"Probably the latter.

So, does focusing on the East mean that there's anything I might be able to help you with?",True,True,turkey,italy,393,15,Spring,1902,4,0,"italy, turkey",3
"That’s a good question. 

Classicly I suppose I should be focusing on a Lepanto approach, and I’m certainly uncomfortable with your fleets in Con and Smy. It’s also the bill of goods Russia’s been trying to sell Austria and I. 

On the other hand that depends on us being able to trust what Russia is up to and frankly I’m not certain of him at all. I was committed to supporting A Ser into Bul this year in exchange for his support into Greece... but if we go back to the order log we can both see that didn’t happen.

What do you have in mind? My immediate objectives are taking Tunis, keeping my coastal waters Italian and finding a friendship/alliance I can trust to take me to the late game, hopefully a 2-way draw.",True,True,italy,turkey,394,16,Spring,1902,4,0,"italy, turkey",3
"Ah, what a relief to finally hear what sounds like honesty!

Those fleets were mainly meant to defend against a lepanto, and, fate willing, maybe seize the black sea that I naively ceded when I was young and trusting. Point is, they're not a threat to you especially since you're the only neighbor of mine willing to talk to me. They might even be useful for you in a few turns, if I'm still around.

I assume you want do dedicate your Nap fleet to snagging Tunis. And does the ""coastal waters"" thing mean you're concerned about the Adriatic? If not, then, what I hoped was that you might be willing to support Bul-Ser while stabbing Albania from the sea. This could set us up to start pushing back on Austria from the South. (And I'd support *you* into Serbia if I thought that'd be worth anything, but given that Bul is surrounded by enemies I just doubt the support would go through).",True,True,turkey,italy,395,17,Spring,1902,4,0,"italy, turkey",3
"I'd like that, and I agree it's a huge relief to cut through the nervous diplomatic double-speak! 

I think it's perfectly understandable for Turkey to want to defend against a Lepanto, especially when Italy is sounding cautious and doesn't really have many other options to expand. I've just built a second fleet, but then I think I need that to escape my boot whichever way I'm going. 

I am concerned about the Adriatic, but not sure I'm moving into it this year. I agree with your analysis of Bul (you're GOING to get hit) although it might be hard to bring up a new unit into Bul to replace your army there. Are you hoping to feed F Con to the east coast? You might need an Aegean fleet to force your way up, which should probably be yours unless  you're willing to extend me that much trust this early.

We're assuming a supported attack on Serbia will get you in, yes? Austria does have a *lot* of units around there, cut at Albania or no.

Bianca de' Medici",True,True,italy,turkey,396,18,Spring,1902,4,0,"italy, turkey",3
"I agree with you that it's not likely to work given all the units Austria has around, but it's the best I could come up with. I was planning to move a fleet to the Aegean for support next season, as you suggest. 

Do you know anything about what Austria and Russia are planning?",True,True,turkey,italy,397,19,Spring,1902,4,0,"italy, turkey",3
(also I'm open to any counter offers if you have them),True,True,turkey,italy,398,20,Spring,1902,4,0,"italy, turkey",3
"Reliably? No.

Generally speaking I think they’re trying to defeat you, but how they’re planning on doing it I’m not clear. They both lied to me last turn - and, as far as I can tell, to each other. 

I don’t have a better offer really, except that if we make any progress against Austria I would expect Russia to start courting us instead.",True,True,italy,turkey,399,21,Spring,1902,4,0,"italy, turkey",3
"That sounds on-brand for Russia. It’ll fall on deaf Turkish ears though.
So, can I count on your support?",True,True,turkey,italy,400,22,Spring,1902,4,0,"italy, turkey",3
"Yes. Let’s do this thing, my friend.

B. de M",True,True,italy,turkey,407,23,Spring,1902,4,0,"italy, turkey",3
"I'm getting nervous about Austria in Serbia and Albania, and I don't want to lose Greece. I'm also (sorry!) getting nervous about your two fleets facing west what with my more experienced friend telling me that Italy and Turkey ""always fight"". 

That's not true, is it?",True,True,italy,turkey,433,24,Spring,1902,4,0,"italy, turkey",3
"I'm still not going to attack you, but... I think I can't attack Austria either here. Sorry. I need to sit tight and wait for Russia and France to commit themselves. Maybe France will butt out of the Med with his northern worries, but maybe he won't too and in Italy we *need* freedom of the seas.",True,True,italy,turkey,438,25,Spring,1902,4,0,"italy, turkey",3
"I understand your hesitation to attack Austria, but if you don't trust them then it's better to resist sooner rather than later when they become more powerful at my expense. 
Your experienced friend is wrong; there's no reason Turkey and Italy *have* to fight, even if it does happen somewhat often. In this instance, you're the last person on the board I'd want to fight with.",True,True,turkey,italy,483,26,Spring,1902,4,0,"italy, turkey",3
"Well, I'm glad we didn't agree to stab Austria, actually, since it looks like Austria has flipped on Russia. 
I'd still like to help you out any way I can, but it looks like you might be focusing on the west for a bit. Just know that as far as I can tell neither Austria nor I have intentions with Greece right now.",True,True,turkey,italy,493,27,Fall,1902,4,0,"italy, turkey",3
(Austria did start to talk to me again and said as much),True,True,turkey,italy,494,28,Fall,1902,4,0,"italy, turkey",3
"Thank you! I’m much happier with my suspicions drawn to a worthy target, and I’m glad we didn’t start fighting Austria in the Balkans while France ran up my back. Do you have a plan for getting back control of the Black Sea? You certainly don’t have to look out for me any more, we have a Frenchman to scold ^^",True,True,italy,turkey,509,29,Fall,1902,4,0,"italy, turkey",3
"Don’t you worry about the black sea, this ol’ sultan has a few tricks up her sleeve 😉",True,True,turkey,italy,510,30,Fall,1902,4,0,"italy, turkey",3
"I look forward to seeing what you do next, your fleets are certainly ready!",True,True,italy,turkey,511,31,Fall,1902,4,0,"italy, turkey",3
"(Sending to Italy and Austria)

France, germany, and England’s behavior combined with some things England has said to me smell of a triple alliance between those three. Do you agree or have any additional evidence?
If so, I want to make sure southeast europe is prepared to push back against such a threat",True,True,turkey,italy,579,32,Fall,1902,4,0,"italy, turkey",3
"A few things I’ve heard sound Triplish and the current French position certainly looks like they’ve made some sort of deal doesn’t it? They aren’t going to sneak by me though, so it really depends what EG do.",True,True,italy,turkey,594,33,Fall,1902,4,0,"italy, turkey",3
"So I know this is last minute, but I just got Austria to support me from Ser into Rum. I was wondering if you'd be willing to bump/borrow Bul this turn? I highly doubt Austria would try and swipe it from you",True,True,turkey,italy,708,34,Fall,1902,4,0,"italy, turkey",3
I just don't want Russia to have it,True,True,turkey,italy,709,35,Fall,1902,4,0,"italy, turkey",3
"Too last minute sorry, I was asleep. I’ll go see what happened in the update.",True,True,italy,turkey,713,36,Winter,1902,5,1,"italy, turkey",3
It looks like you'll be able to push back on France a bit this year. I think you and Austria should work together to move you into Piedmont...what do you think?,True,True,turkey,italy,752,37,Spring,1903,4,-1,"italy, turkey",3
I was also wondering whether your Greece army might be willing to support Con-Bul ec?,True,True,turkey,italy,761,38,Spring,1903,4,-1,"italy, turkey",3
"Good morning my friendly Sultan! Still a bit asleep here, but agree with both your points. Happy to support you into Bul (ec) this season, and very much hoping Austria will support me in driving France back out of my immediate area. How have you been? Nearing the end of a *very* long week here and looking forward to spending more time looking over the map.",True,True,italy,turkey,765,39,Spring,1903,5,1,"italy, turkey",3
"Well I'm so glad you'll be taking some time to get back to what's important. 

I've been not-so-busy and looking at the map kind of a lot...thanks for the support and I'll gently try to convince Austria in your favor as well",True,True,turkey,italy,767,40,Spring,1903,4,-1,"italy, turkey",3
"Hahahaha. Well, it’s Diplomacy and SO and not having to spend all day up to my ears in Campus things. But yes, important to focus on what’s important.

I appreciate your support!",True,True,italy,turkey,769,41,Spring,1903,5,1,"italy, turkey",3
I'd sure hate to be France right now! Great job claiming Mare Nostrum 🙂,True,True,turkey,italy,938,42,Spring,1904,5,0,"italy, turkey",3
